Company,Indicator,Context,Metric,Metric Unit,Latest Year
AfroCentric Group,Employees,"AfroCentric incorporates ENVIRONMENTAL,  SOCIAL AND GOVERNANCE (ESG)  ATTRIBUTES INTO PERFORMANCE  METRICS  23.6% DECREASE OPERATING PROFIT (2022: 1.2% INCREASE)  290 497 LITRES DIESEL (USED IN GENERATORS) (2022: 49 512 LITRES)5 867 STAFF COMPLEMENT  (2022: 5 812 EMPLOYEES) 8.4% RETURN ON EQUITY (2022: 14.0%)  SNAPSHOT OF OUR PERFORMANCE SOCIAL GOVERNANCEECONOMIC ENVIRONMENTAL 3 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |",812,EMPLOYEES,2023
AfroCentric Group,Employees,"»Nexus IT system Key inputs IT solutions  »Transactional switching  »Specialised disease management  »Back, neck and shoulder recovery solutions   »Pharmaceutical wholesaling  »Pharmaceutical courier distribution services Human capital Our employees’ and contractors’ skills, wellness and  motivation Key inputs  »5 867 employees (2022: 5 812) Social and relationship capital",867,employees,2022
AfroCentric Group,Employees,ARE BLACK WOMEN  (2022: 58%) 45% BLACK REPRESENTATION AT SENIOR MANAGEMENT LEVEL (2022: 31%)  3 802  EMPLOYEES UNDERTOOK 844 ONLINE COURSES   (2022: 500 courses taken by 2 588 employees),802,EMPLOYEES,2022
AfroCentric Group,Employees,ARE BLACK WOMEN  (2022: 58%) 45% BLACK REPRESENTATION AT SENIOR MANAGEMENT LEVEL (2022: 31%)  3 802  EMPLOYEES UNDERTOOK 844 ONLINE COURSES   (2022: 500 courses taken by 2 588 employees),588,employees,2022
AfroCentric Group,Employees,»Medscheme hybrid EXPO connecting  our people to our transformation journey  experiences through connect groups averaging  over 2 000 employees in attendance weekly.,0,employees,2022
AfroCentric Group,Employees,"Several focus areas have been earmarked to complement our key strategies in the short term, including:  »Rolling out a comprehensive digital onboarding solution for our primary health insurance retail segment in the next  financial year  »Expanding our collaboration with Sanlam to deliver further value within their ecosystem by giving their clients greater  access to affordable, quality healthcare through our various corporate wellness solutions  »Igniting growth opportunities for the AfroCentric Wellness business through the launch of a new innovative and  integrated value proposition for medical scheme clients  »Launching an occupational health One-Nurse Clinic product targeted at the small, micro and medium enterprise market  within the first quarter of the 2024 financial year 79 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE OUR SOCIAL PERFORMANCE Related SDG   Related material matters  »Access to healthcare and medicine  »Employee wellbeing, acquisition, talent management and retention  »Member satisfaction for clients  »Business continuity and business model adaptation  »Legal, regulatory and compliance management  »Economic, transformation, political and societal risk  »Digital transformation and resilience 202 UNEMPLOYED YOUTH PARTICIPATED IN LEARNERSHIP PROGRAMMES  (2022: 158 unemployed youth) 3 802  EMPLOYEES PARTICIPATED IN ONLINE COURSES  (2022: 2 588 employees)  R6.5 million  INVESTED TOWARDS DEVELOPING UNEMPLOYED LEARNERS WITH DISABILITIES  (2022: R4.8 million invested)  HUMAN CAPITAL OUR PEOPLE PHILOSOPHY Founded on the core philosophy of transformation and empowerment, we strive to build a diverse workforce supported by  an inclusive culture.",802,EMPLOYEES,2024
AfroCentric Group,Employees,"Several focus areas have been earmarked to complement our key strategies in the short term, including:  »Rolling out a comprehensive digital onboarding solution for our primary health insurance retail segment in the next  financial year  »Expanding our collaboration with Sanlam to deliver further value within their ecosystem by giving their clients greater  access to affordable, quality healthcare through our various corporate wellness solutions  »Igniting growth opportunities for the AfroCentric Wellness business through the launch of a new innovative and  integrated value proposition for medical scheme clients  »Launching an occupational health One-Nurse Clinic product targeted at the small, micro and medium enterprise market  within the first quarter of the 2024 financial year 79 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE OUR SOCIAL PERFORMANCE Related SDG   Related material matters  »Access to healthcare and medicine  »Employee wellbeing, acquisition, talent management and retention  »Member satisfaction for clients  »Business continuity and business model adaptation  »Legal, regulatory and compliance management  »Economic, transformation, political and societal risk  »Digital transformation and resilience 202 UNEMPLOYED YOUTH PARTICIPATED IN LEARNERSHIP PROGRAMMES  (2022: 158 unemployed youth) 3 802  EMPLOYEES PARTICIPATED IN ONLINE COURSES  (2022: 2 588 employees)  R6.5 million  INVESTED TOWARDS DEVELOPING UNEMPLOYED LEARNERS WITH DISABILITIES  (2022: R4.8 million invested)  HUMAN CAPITAL OUR PEOPLE PHILOSOPHY Founded on the core philosophy of transformation and empowerment, we strive to build a diverse workforce supported by  an inclusive culture.",588,employees,2024
AfroCentric Group,Employees,"Despite the ongoing war on talent, we managed to attract an additional 64 employees at the professionally  qualified occupational level, which is crucial to our succession strategy to create a talent pool for the next level.82 New employee hires and turnover By gender Male Female Total Total number of new employees 203 521 724 New employee hire rate 28% 72% 100% Total employee turnover 4.1% 9.3% 13.4% New employee turnover rate 0.4% 1.4% 1.8%",64,employees,2024
AfroCentric Group,Employees,"364 employees  accessed the financial coaching services, while a record  number of employees (approximately 1 000) attended various  financial wellness sessions.",364,employees,2024
AfroCentric Group,Employees,LEARNERSHIPS  AND  BURSARIES LEADERSHIP  DEVELOPMENT114 EMPLOYEES AND  202 UNEMPLOYED YOUTH  PARTICIPATED IN LEARNERSHIP  PROGRAMMES  (2022: 102 employees and  158 unemployed youth)  39 EMPLOYEES ARE  PARTICIPATING IN A FURTHER  EDUCATION AND TRAINING  CERTIFICATE:,102,employees,2022
AfroCentric Group,Employees,LEARNERSHIPS  AND  BURSARIES LEADERSHIP  DEVELOPMENT114 EMPLOYEES AND  202 UNEMPLOYED YOUTH  PARTICIPATED IN LEARNERSHIP  PROGRAMMES  (2022: 102 employees and  158 unemployed youth)  39 EMPLOYEES ARE  PARTICIPATING IN A FURTHER  EDUCATION AND TRAINING  CERTIFICATE:,39,EMPLOYEES,2022
AfroCentric Group,Employees,ONLINE  LEARNING SKILLS  DEVELOPMENT844 ONLINE COURSES  WERE UNDERTAKEN BY  3 802 EMPLOYEES  (2022: 500 courses undertaken by 2 588  employees)  R5.6  MILLION INVESTED TOWARDS  DEVELOPING UNEMPLOYED  LEARNERS WITH DISABILITIES  (2022: R4.8 million invested) 85 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE PERFORMANCE MANAGEMENT AfroCentric uses a balanced scorecard approach for performance management.,802,EMPLOYEES,2023
AfroCentric Group,Employees,ONLINE  LEARNING SKILLS  DEVELOPMENT844 ONLINE COURSES  WERE UNDERTAKEN BY  3 802 EMPLOYEES  (2022: 500 courses undertaken by 2 588  employees)  R5.6  MILLION INVESTED TOWARDS  DEVELOPING UNEMPLOYED  LEARNERS WITH DISABILITIES  (2022: R4.8 million invested) 85 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE PERFORMANCE MANAGEMENT AfroCentric uses a balanced scorecard approach for performance management.,588,employees,2023
AfroCentric Group,Employees,852 employees and three business partners  received training on our anti-corruption policies and  procedures during the year.,852,employees,2023
AfroCentric Group,Employees,"In addition to the standard basket of benefits,  employees can buy additional benefits at Group  rates, e.g. extended family funeral cover 1 Employees elect participation in either a pension fund or the NEHAWU Provident Fund, the latter only available to NEHAWU members.126",1,Employees,2023
AfroCentric Group,Employees,"The committee approves any payments in respect of  performance-based STIs  »Other STIs, such as general staff performance bonuses  or commissions, are paid quarterly or monthly as per the  respective set of rulesMechanics  »Vesting share scheme  »Executive Committee members, general and  senior management at Group and business  unit levels  »The LTI scheme consists of an FSP subject to  performance vesting conditions in year three  after the award  »Governing resides with the committee,  which considers annual awards for eligible  employees  »Annual awards are linked directly to the role as  well as long-term individual performance and  potential  »Share value is determined by volume- weighted average price measured 30 days  prior to the award date",30,days,2023
AfroCentric Group,Employees,"YES >6 000 employees 83 Employee  wellbeing C Number of recordable work-related  injuries, and number of work-related  illnesses or health conditions arising from  exposure to hazards at work, during the  reporting period.",0,employees,2023
AfroCentric Group,Employees,YES >6 000 employees 83 Employee  wellbeing L An explanation of how the  organisation facilitates workers’ access  to non-occupational medical and  healthcare services and the scope of  access provided for employees and  workers.,0,employees,2023
AfroCentric Group,Employees,"YES >6 000 employees 83 Employee  wellbeing  Customer  responsibilityHigh-risk  products and  services LDescription of products and  services that present specific risks  to individuals, communities or the  environment; an outline of the nature  of these risks, and the measures taken  to mitigate these.",0,employees,2023
Altron,Employees,"In all, 250 employees  got the opportunity to be heard by the  Chairperson during these sessions.",250,employees,
Altron,Employees,Werner  followed the Chairperson’s talking circles with  a series of his own “coffee sessions” in which  110 employees got to know their new Group  Chief Executive and contribute their  perspectives.,110,employees,
Altron,Labour,"Under 30 years old 30 to 50 years old Over 50 years old Employee category Black White Black White Black White Group executives and  divisional management 0 0 2 7 2 5 Senior management 1 0 72 97 11 82 Employees (all staff) 728 98 2 923 884 298 457 Disputes linked to labour law, discrimination and human rights Our anonymous ethics hotline and other channels did not log any allegations of discrimination or  human rights incidents relating to our work and workers during the year.",30,years,
Altron,Labour,"Under 30 years old 30 to 50 years old Over 50 years old Employee category Black White Black White Black White Group executives and  divisional management 0 0 2 7 2 5 Senior management 1 0 72 97 11 82 Employees (all staff) 728 98 2 923 884 298 457 Disputes linked to labour law, discrimination and human rights Our anonymous ethics hotline and other channels did not log any allegations of discrimination or  human rights incidents relating to our work and workers during the year.",50,years,
Altron,Labour,"Under 30 years old 30 to 50 years old Over 50 years old Employee category Black White Black White Black White Group executives and  divisional management 0 0 2 7 2 5 Senior management 1 0 72 97 11 82 Employees (all staff) 728 98 2 923 884 298 457 Disputes linked to labour law, discrimination and human rights Our anonymous ethics hotline and other channels did not log any allegations of discrimination or  human rights incidents relating to our work and workers during the year.",50,years,
Altron,Labour,"Under 30 years old 30 to 50 years old Over 50 years old Employee category Black White Black White Black White Group executives and  divisional management 0 0 2 7 2 5 Senior management 1 0 72 97 11 82 Employees (all staff) 728 98 2 923 884 298 457 Disputes linked to labour law, discrimination and human rights Our anonymous ethics hotline and other channels did not log any allegations of discrimination or  human rights incidents relating to our work and workers during the year.",82,Employees,
Altron,Employees,"Despite the pay gap, we are committed to  ensuring every Altron employee receives fair  remuneration that exceeds minimum wage,  such that even our lowest-paid employees  can achieve a dignified standard of living,  which PricewaterhouseCoopers has set at  between R6 972 and R12 756 per month for a  family of four.",756,per month,
Altron,Customers,He brings to the role nearly  30 years of experience and a relentless focus  on developing turnkey IT solutions to solve  our customers’ business problems.,30,years,
Altron,Employees,"Between three offices in Cape Town, Gauteng and Durban, Altron  Nexus has 195 employees.",195,employees,
Altron,Employees,Its staff complement consisted of  350 employees.,350,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",850,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",0,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",0,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",650,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",0,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",0,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",400,employees,
Anglo American,Employees,"Diamonds  Copper   Nickel   Platinum Group Metals  Iron Ore  Steelmaking Coal   Manganese   Crop NutrientsProduct groups*North America 850 employees(1) $68 m wages and benefits paid(2) $34 m taxes and royalties(3) $141 m local procurement spend(4)Europe 3,000 employees(1) $639 m wages and benefits paid(2) $383 m taxes and royalties(3) $801 m local procurement spend(4)Brazil 4,000 employees(1) $165 m wages and benefits paid(2) $384 m taxes and royalties(3) $993 m local procurement spend(4) Other Africa 6,650 employees(1) $330 m wages and benefits paid(2) $1,013 m taxes and royalties(3) $631 m local procurement spend(4)Peru 1,000 employees(1) $132 m wages and benefits paid(2) $43 m taxes and royalties(3) $1,218 m local procurement spend(4)Australia/ Asia 3,000 employees(1) $517 m wages and benefits paid(2) $939 m taxes and royalties(3) $1,769 m local procurement spend(4) Chile 4,400 employees(1) $398 m wages and benefits paid(2) $1,044 m taxes and royalties(3) $2,815 m local procurement spend(4)South Africa 41,100 employees(1) $1,681 m wages and benefits paid(2) $2,053 m taxes and royalties(3) $5,205 m local procurement spend(4)Corporate and otherCrop Nutrients $(44)  million Underlying EBITDA Woodsmith is a greenfield project $(440)  million Underlying EBITDAPGMs $4,417  million Underlying EBITDA 30% Group underlying EBITDA 4,024 koz Production: PGMs  Steelmaking CoalCopper $2,749  million Underlying EBITDA 19% Group underlying EBITDA 15.0 Mt Production:",100,employees,
Anglo American,Employees,"Zero Strategic element:  Innovation, People New cases of occupational  disease(8) Target: Year-on-year reductionTotal recordable injury  frequency rate(8) Target: Year-on-year reduction Workforce noise exposure(8) Target: Year-on-year reductionWorkforce inhalable hazard  exposure(8) Target: 5% year-on-year reductionSafety and health Strategic element:  Innovation Fresh water withdrawals(8) Target: Reduce the withdrawal of  fresh water in water scarce areas  by 50%Level 4-5  environmental incidents(8) Target: ZeroEnvironment Employees and contractors potentially exposed to noise > 85 dBA 29,01629,95833,25330,83223,179 20182019202020212022Employees and contractors potentially exposed to inhalable hazards over OEL 2,2492,1511,9941,796317 20182019202020212022NCOD 1013930165 20182019202020212022 54222 20182019202020212022Number of work-related fatal injuries TRIFR 2.662.212.142.242.19 20182019202020212022 Measured in ML 49,18842,52737,24736,88835,910 20182019202020212022Number of Level 4-5  environmental incidents 10000 20182019202020212022GHG emissions(8) Target: Reduce by 30% by 2030 Measured in million tonnes  of CO /uni2082 equivalent emissions 15.216.915.414.513.3 20182019202020212022ER ER ER",2.02E+19,Employees,2030
Anglo American,Employees,"While all our  employees are issued with and trained in the use of PPE, there  are still as many as 23,000 employees in the workplace where  noise levels can exceed applicable exposure levels, rending  the proper use of PPE necessary as a mitigation mechanism.",0,employees,2030
Anglo American,Employees,"Employee TB data  2022 2021 2020 2019 2018 New cases of  tuberculosis (TB)  (employees)51 48 50 84 93 TB incidence rate per  100,000 (employees)154 152 138 230 242 TB deaths (employees) 0 0 1 3 5HIV / AIDS indicators for high-impact countries(1)  2022 2021 2020 2019 2018 Employee voluntary  testing and counselling  cases (number of  employees who know  their status)27, 334 27,181 31,744 34,048 30,814 Contractor voluntary  testing and counselling  cases (number of  contractors who know  their status)32, 713 41,951 37,184 43,107 40,670 Employees who know  their status (%)90 88 89 94 88 Number of known HIV+  employees on anti- retroviral therapy (ART)4,367 4,618 5,637 5,691 5,118 Known HIV+",670,Employees,2022
Anglo American,Employees,"The  Panel is made up of 11 employees, representing the countries  where the Group has a significant presence.",11,employees,2022
Anglo American,Employees,"Almost 30,000 employees answered questions in the survey,  which covered engagement, culture and values, physical and  psychological safety, sustainability, purpose, leadership, and  inclusion and diversity.",0,employees,2022
Anglo American,Employees,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,30,years,2022
Anglo American,Employees,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,50,years,2022
Anglo American,Employees,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,50,years,2022
Anglo American,Operations,"For over 10 years, we have been working to ensure that our  operations have the best available models to understand,  assess, mitigate and adapt to the physical risks of climate  change.",10,years,2022
Anglo American,Employees,"The LTIP is awarded  to our most senior leaders across Anglo American , in total  around 450 employees across our jurisdictions.",450,employees,2022
Anglo American,Training,"Mor e than 28,500 hours have been committed to Social  Way 3.0 training sessions across the business since 2020.",500,hours,2020
Anglo American,Supplier,"— For more information on the Anglo American Foundation Visit www.angloamericangroupfoundation.orgSupporting supplier and enterprise development For over 30 years, Zimele, our enterprise capacity building  programme in South Africa  has been funding SMMEs to  enable them to effectively participate in the economy.",30,years,2020
Anglo American,Employees,"2-5 2-5 External assurance SR: 93-94 2-6 2-6 Activities, value chain and other  business relationshipsSR: 9,35, 89-90 2-7 2-7 Employees See more on sustainability data tables.",7,Employees,2020
Anglo American,Employees,"GRI 410: Security  Practices 2016410-1 Security personnel trained in human rights policies  or procedures6,592 employees and contractors  were trained in the Voluntary Principles  on Security and Human Rights.",592,employees,2020
Ascendis Health,Employees,"As a company listed  in South Africa,  Ascendis Health is  also regulated by  the JSE.How Ascendis engaged • Site inspections by regulatory authorities • Applications for authority to sell, price, market, and distribute medical products • Participation in government programmes aimed at creating jobs and social upliftment What they require • Legal and regulatory compliance • Business practices that ultimately make healthcare more affordable • Positive or neutral social and environmental impact of operations • Job creation • Tax revenues • Local investment What Ascendis delivered • Internal training on regulatory, compliance and governance developments • Ongoing report submissions to various regulatory bodies in respect of the Group’s  compliance with selling, pricing, marketing, and distribution requirements ABOUT ASCENDIS HEALTH12 ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 2023EMPLOYEES Ascendis  management and  staff who all play key  roles in the execution  of our strategyEngagement issues, needs and expectations in 2022 • Direct engagements by supervisors and business management • Internal communications • Dedicated employee Lifecycle management through the Human Capital Value chain What they require • Job security, skills development and career planning • Equitable remuneration packages, performance incentives and benefit structures • Gender equality, diversity and inclusivity • Equitable policies, practices and procedures • Employee health, safety and wellness • Culture and values aligned to a strong Employee Value Proposition (EVP)",2023,EMPLOYEES,2022
Ascendis Health,Diversity,CORPORATE GOVERNANCE 34ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 202335 ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 2023CORPORATE   GOVERNANCE Female Male Board gender diversity (%) 83.316.7 51–60 years <50 years Board ages (%) 50 50 Non-executive directors Independent non-executiveExecutive   Director classiﬁcation (%) 16.7 50 33.3 Black White Board race diversity (%) 50 50 <1 year Board tenure (%) 16.7 83.3 1–3 yearsBOARD PROFILE CORPORATE GOVERNANCECORPORATE GOVERNANCE36,60,years,2022
