Company,Indicator,Context,Metric,Metric Unit,Latest Year
African Rainbow Minerals (ARM),Environment,"249t 257t Particulate matter 213t 276t Khumani Mine 75 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2023",213,t,2023
African Rainbow Minerals (ARM),Environment,"249t 257t Particulate matter 213t 276t Khumani Mine 75 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2023",276,t,2023
African Rainbow Minerals (ARM),Climate change,4 T he absolute GHG reduction targets are detailed below and decarbonisation pathways from F2024 to F2026 are more fully described in the  climate change section of  the ESG report and in the climate change and water report.,4,T,2023
African Rainbow Minerals (ARM),Material,"6 T he baseline year and targets will be adjusted for any material acquisitions and divestments, material changes to planned operating conditions  and to reflect progressive refinement of  GHG reporting methodologies.",6,T,2023
African Rainbow Minerals (ARM),Climate,"The unit cost increase was below  80% of the increase of the mining  PPI3 Sustainable business Safety performance 10% ● 200% 20% ARM’s safety performance,  as measured by the LTIFR  improved over the three-year performance period 4 Improvement in  BBBEE score10% ● 0% 0% ARM’s BBBEE score did not  improve over the three-year  performance period5 Environmental  compliance 5% ● 94.7% 4.7% ARM’s climate-change  performance measured through  an absolute reduction in GHG6 Total vesting  percentage124.7%Rank Company* Rank Company* 1 Royal Bafokeng Platinum Limited 11 South32 Limited 2 Wesizwe Platinum Limited 12 Kumba Iron Ore Limited 3 Impala Platinum Holdings Limited 13 BHP Group Limited4",7,%,2023
AfroCentric Group,Material,"14.0%)RETURN ON EQUITY CLIENT MEDICAL SCHEMES  IN SOUTHERN AFRICA  (2022: 15 client medical schemes)OPERATING PROFIT (2022: 1.2% increase) EMPLOYEES IN SOUTH AFRICA   AND OTHER COUNTRIES   (2022: 5 812 employees)LIVES UNDER OUR MANAGEMENT BROAD-BASED BLACK ECONOMIC  EMPOWERMENT (B-BBEE) STATUS 2.0% 8.4% 1523.6%3.9 M Level 1 About AfroCentric Creating value through purpose IFC Snapshot of our performance 2 ABOUT THIS REPORT 3 WHO WE ARE 9 Chairman's review 10 Who we are 13 Organisational overview 14 What sets us apart 15 Our history 16 Operations 18 Our business model 20 The value derived from our business model for our  stakeholders 23 OUR BUSINESS IN CONTEXT 27 Our stakeholders 28 Our risks 34 Our material matters 38 RESPONDING  STRATEGICALLY 49 CEO’s review 50 Our strategy and approach 52 Understanding our strategic trade-offs 54 OUR PERFORMANCE 57 CFO’s review 58 Results at a glance 64 Audited final results 65 Cluster performance 68 Medical aid administration, risk management and  technology 68 Pharmaceutical 72 Corporate solutions 75 Our social performance 79 Our environmental performance 90 CORPORATE GOVERNANCE  REPORT 95 REMUNERATION REPORT 120 SHAREHOLDER  INFORMATION 135 Notice of AGM 136 Form of proxy 145 ESG Reporting Index   (JSE Sustainability Disclosure Guidance) 147 Abbreviations and acronyms 155 Administration and contact information IBCCONTENTSOUR CAPITALS",1523.6,%,2022
AfroCentric Group,Environment,The DIVERSITY AND EXPERIENCE   of our Board contribute to our ability to navigate  the ever-changing operating environment (refer to  pages 97 and 101)2.0% REVENUE (2022: 8.0%) 7 803 MWh ELECTRICITY CONSUMPTION (2022: 7 946 MW h)15 CLIENT MEDICAL SCHEMES IN  SOUTHERN AFRICA (2022: 15 CLIENT MEDICAL SCHEMES),803,MWh,2022
AfroCentric Group,Waste,"Employee Health Risk Management Corporate Nurse Staff Lifestyle Programme Virtual Care EssentialMed MEDICAL   COVERPrimary Care (Corporate) Primary Care (Retail) AfroCentric HealthInsure Gap CoverRevenue 170 0.6%169 132(R’m) 050100150200 2023 2022 2021010203040 2023 2022 2021Operating profit 40 66.7%2422(R’m)Operating costs 130 (10.3%)145 110(R’m) 0306090120150 2023 2022 202177 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE INTEGRATED HEALTH, WELLNESS AND MEDICAL COVER  REDUCED HEALTHCARE COSTS OPTIMISED EMPLOYEE CARE HIGH FUNCTIONING ORGANISATION Combined preventative and curative healthcare services, bundled with affordable medical cover Beneficial pricing structures through reduction of duplication and waste Integrated care co-ordination and programmes Integrated and results-orientated reporting, with real measurable return on investment Our value proposition for corporates OUR PERFORMANCE The Wellness business has stabilised, significantly improving  its returns in this financial year.",0.6,%,2023
AfroCentric Group,Waste,"Employee Health Risk Management Corporate Nurse Staff Lifestyle Programme Virtual Care EssentialMed MEDICAL   COVERPrimary Care (Corporate) Primary Care (Retail) AfroCentric HealthInsure Gap CoverRevenue 170 0.6%169 132(R’m) 050100150200 2023 2022 2021010203040 2023 2022 2021Operating profit 40 66.7%2422(R’m)Operating costs 130 (10.3%)145 110(R’m) 0306090120150 2023 2022 202177 AFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE INTEGRATED HEALTH, WELLNESS AND MEDICAL COVER  REDUCED HEALTHCARE COSTS OPTIMISED EMPLOYEE CARE HIGH FUNCTIONING ORGANISATION Combined preventative and curative healthcare services, bundled with affordable medical cover Beneficial pricing structures through reduction of duplication and waste Integrated care co-ordination and programmes Integrated and results-orientated reporting, with real measurable return on investment Our value proposition for corporates OUR PERFORMANCE The Wellness business has stabilised, significantly improving  its returns in this financial year.",66.7,%,2023
AfroCentric Group,Ghg,"Our calculated total GHG inventory amounted to  15 246 tCO2e, a 6% decrease compared to 2022.",246,tCO2e,2022
AfroCentric Group,Emissions,Direct and  indirect GHG emissions for 2023 amount to 813 tCO2e and  14 433 tCO2e respectively.,813,tCO2e,2023
AfroCentric Group,Emissions,Direct and  indirect GHG emissions for 2023 amount to 813 tCO2e and  14 433 tCO2e respectively.,433,tCO2e,2023
AfroCentric Group,Climate,1 who.int/news-room/fact-sheets/detail/climate-change-and-healthAFROCENTRIC GROUP INTEGRATED ANNUAL REPORT 2023  |  OUR PERFORMANCE 91 Emission category Emission sourceFY 2023 tCO2eFY 2022 tCO2e% of total  emissions% change from  2021 Category 1: Direct GHG  emissions and removalsDiesel used in generators 772 156 5.07 395 Company-owned vehicles 29 24 0.20 24 LPG consumption 3 2 0.02 57 Refrigerant gases (R410a) 4 144 0.03 (100) R22 refrigerant gas 5 468 0.03 (99,2022,tCO2e,2023
Altron,Waste,Total training expenditure R64m (FY22: R54.8m) Number of patents renewed   during the year 16 E-waste recycled 322 tonnes approximate weight of e-waste recycled across all operations Energy from renewables 584 881kWh (FY22: 492 350 kWh),322,tonnes,
Altron,Waste,Total training expenditure R64m (FY22: R54.8m) Number of patents renewed   during the year 16 E-waste recycled 322 tonnes approximate weight of e-waste recycled across all operations Energy from renewables 584 881kWh (FY22: 492 350 kWh),881,kWh,
Altron,Waste,Total training expenditure R64m (FY22: R54.8m) Number of patents renewed   during the year 16 E-waste recycled 322 tonnes approximate weight of e-waste recycled across all operations Energy from renewables 584 881kWh (FY22: 492 350 kWh),350,kWh,
Altron,Material,"On the environmental front, we recycled at  least 322 tonnes of e-waste through two  licensed e-waste service providers, preventing  toxic materials in electronic components from  leaking into the environment.",322,tonnes,
Altron,Waste,"We recorded at least 430 tonnes of recycled  waste across the company during the year,  of which 22% (94 tonnes) was paper and  cardboard, around 75% (322 tonnes) was  e-waste and 24% (103 tonnes) was other  general recyclable waste.",430,tonnes,
Altron,Waste,"We recorded at least 430 tonnes of recycled  waste across the company during the year,  of which 22% (94 tonnes) was paper and  cardboard, around 75% (322 tonnes) was  e-waste and 24% (103 tonnes) was other  general recyclable waste.",94,tonnes,
Altron,Waste,"We recorded at least 430 tonnes of recycled  waste across the company during the year,  of which 22% (94 tonnes) was paper and  cardboard, around 75% (322 tonnes) was  e-waste and 24% (103 tonnes) was other  general recyclable waste.",322,tonnes,
Altron,Waste,"We recorded at least 430 tonnes of recycled  waste across the company during the year,  of which 22% (94 tonnes) was paper and  cardboard, around 75% (322 tonnes) was  e-waste and 24% (103 tonnes) was other  general recyclable waste.",103,tonnes,
Altron,Paper,"Reduction We reduced the volume of paper used  throughout the Company by 13.7%, from  21 tonnes in FY22 to 18 tonnes in FY23, largely  thanks to the rollout of SigningHub for the  Company’s internal financial controls.",21,tonnes,
Altron,Paper,"Reduction We reduced the volume of paper used  throughout the Company by 13.7%, from  21 tonnes in FY22 to 18 tonnes in FY23, largely  thanks to the rollout of SigningHub for the  Company’s internal financial controls.",18,tonnes,
Altron,Waste,Recycling More than 24% (103 tonnes) of normal  recyclable waste was diverted from landfill  through recycling initiatives during the year  and at least 0.72 tonnes of wet waste was  recycled at our Woodlands campus.,103,tonnes,
Altron,Waste,Recycling More than 24% (103 tonnes) of normal  recyclable waste was diverted from landfill  through recycling initiatives during the year  and at least 0.72 tonnes of wet waste was  recycled at our Woodlands campus.,0.72,tonnes,
Altron,Waste,At least  43 tonnes of waste was recorded as sent to  landfill.,43,tonnes,
Altron,Waste,"During the  year, we sent 322 tonnes of e-waste to our  approved e-waste recycling service, largely  driven by to the need to write off obsolete  equipment.",322,tonnes,
Anglo American,Water,"Zero Strategic element:  Innovation, People New cases of occupational  disease(8) Target: Year-on-year reductionTotal recordable injury  frequency rate(8) Target: Year-on-year reduction Workforce noise exposure(8) Target: Year-on-year reductionWorkforce inhalable hazard  exposure(8) Target: 5% year-on-year reductionSafety and health Strategic element:  Innovation Fresh water withdrawals(8) Target: Reduce the withdrawal of  fresh water in water scarce areas  by 50%Level 4-5  environmental incidents(8) Target: ZeroEnvironment Employees and contractors potentially exposed to noise > 85 dBA 29,01629,95833,25330,83223,179 20182019202020212022Employees and contractors potentially exposed to inhalable hazards over OEL 2,2492,1511,9941,796317 20182019202020212022NCOD 1013930165 20182019202020212022 54222 20182019202020212022Number of work-related fatal injuries TRIFR 2.662.212.142.242.19 20182019202020212022 Measured in ML 49,18842,52737,24736,88835,910 20182019202020212022Number of Level 4-5  environmental incidents 10000 20182019202020212022GHG emissions(8) Target: Reduce by 30% by 2030 Measured in million tonnes  of CO /uni2082 equivalent emissions 15.216.915.414.513.3 20182019202020212022ER ER ER",50,%,2030
Anglo American,Water,"Zero Strategic element:  Innovation, People New cases of occupational  disease(8) Target: Year-on-year reductionTotal recordable injury  frequency rate(8) Target: Year-on-year reduction Workforce noise exposure(8) Target: Year-on-year reductionWorkforce inhalable hazard  exposure(8) Target: 5% year-on-year reductionSafety and health Strategic element:  Innovation Fresh water withdrawals(8) Target: Reduce the withdrawal of  fresh water in water scarce areas  by 50%Level 4-5  environmental incidents(8) Target: ZeroEnvironment Employees and contractors potentially exposed to noise > 85 dBA 29,01629,95833,25330,83223,179 20182019202020212022Employees and contractors potentially exposed to inhalable hazards over OEL 2,2492,1511,9941,796317 20182019202020212022NCOD 1013930165 20182019202020212022 54222 20182019202020212022Number of work-related fatal injuries TRIFR 2.662.212.142.242.19 20182019202020212022 Measured in ML 49,18842,52737,24736,88835,910 20182019202020212022Number of Level 4-5  environmental incidents 10000 20182019202020212022GHG emissions(8) Target: Reduce by 30% by 2030 Measured in million tonnes  of CO /uni2082 equivalent emissions 15.216.915.414.513.3 20182019202020212022ER ER ER",2.02E+19,Number,2030
Anglo American,Water,"Zero Strategic element:  Innovation, People New cases of occupational  disease(8) Target: Year-on-year reductionTotal recordable injury  frequency rate(8) Target: Year-on-year reduction Workforce noise exposure(8) Target: Year-on-year reductionWorkforce inhalable hazard  exposure(8) Target: 5% year-on-year reductionSafety and health Strategic element:  Innovation Fresh water withdrawals(8) Target: Reduce the withdrawal of  fresh water in water scarce areas  by 50%Level 4-5  environmental incidents(8) Target: ZeroEnvironment Employees and contractors potentially exposed to noise > 85 dBA 29,01629,95833,25330,83223,179 20182019202020212022Employees and contractors potentially exposed to inhalable hazards over OEL 2,2492,1511,9941,796317 20182019202020212022NCOD 1013930165 20182019202020212022 54222 20182019202020212022Number of work-related fatal injuries TRIFR 2.662.212.142.242.19 20182019202020212022 Measured in ML 49,18842,52737,24736,88835,910 20182019202020212022Number of Level 4-5  environmental incidents 10000 20182019202020212022GHG emissions(8) Target: Reduce by 30% by 2030 Measured in million tonnes  of CO /uni2082 equivalent emissions 15.216.915.414.513.3 20182019202020212022ER ER ER",2.02E+19,Number,2030
Anglo American,Environment,"Breakdown of YourVoice reports received (%)(1)  Employment, personnel policy and other people-related mattersPeople Bullying, harassment, victimisation and other related matters Legal and regulatory (including corruption, fraud and criminal activity) Suppliers and procurementSafety and health (including Covid-19 related) Information security and data privacySocial and environment Other8% 7% 5% 4% 1%19%24%32% (1) Computational discrepancies may occur due to rounding (Left to right)",1,%,2030
Anglo American,Environment,"Breakdown of YourVoice reports received (%)(1)  Employment, personnel policy and other people-related mattersPeople Bullying, harassment, victimisation and other related matters Legal and regulatory (including corruption, fraud and criminal activity) Suppliers and procurementSafety and health (including Covid-19 related) Information security and data privacySocial and environment Other8% 7% 5% 4% 1%19%24%32% (1) Computational discrepancies may occur due to rounding (Left to right)",19,%,2030
Anglo American,Environment,"Breakdown of YourVoice reports received (%)(1)  Employment, personnel policy and other people-related mattersPeople Bullying, harassment, victimisation and other related matters Legal and regulatory (including corruption, fraud and criminal activity) Suppliers and procurementSafety and health (including Covid-19 related) Information security and data privacySocial and environment Other8% 7% 5% 4% 1%19%24%32% (1) Computational discrepancies may occur due to rounding (Left to right)",24,%,2030
Anglo American,Climate change,"Climate Change Biodiversity Water usageGlobal   stretch goalsSustainable  Development Goals Healthy Environment During the winter , we made 25,000 m3 of artificial  snow to protect the routes and working sites of the  area under research at our Sakatti base metals  project in northern Finland.",0,m3,2030
Anglo American,Water,"To ensure that senior management is aligned with achieving  this pathway, we include reduction of fresh water abstraction  as one of the performance measures for our 202 2–2024 L TIP .",2024,L,2024
Anglo American,Water,"A fully lined trial tailings  facility with a capacity of 250,000 m3 has been constructed  with its own sand stockpile and preparation system;  water return dam and flexibility in trialling different sand  placement approaches.",0,m3,2024
Anglo American,Emissions,"During the reporting period, we generated a total of 7,362  tonnes of SO 2 (2021: 27,000 tonnes) and 27,456 tonnes of  nitrogen oxide (NO 2) emissions (2021: 27,000 tonnes).",362,tonnes,2021
Anglo American,Emissions,"During the reporting period, we generated a total of 7,362  tonnes of SO 2 (2021: 27,000 tonnes) and 27,456 tonnes of  nitrogen oxide (NO 2) emissions (2021: 27,000 tonnes).",0,tonnes,2021
Anglo American,Emissions,"During the reporting period, we generated a total of 7,362  tonnes of SO 2 (2021: 27,000 tonnes) and 27,456 tonnes of  nitrogen oxide (NO 2) emissions (2021: 27,000 tonnes).",456,tonnes,2021
Anglo American,Emissions,"During the reporting period, we generated a total of 7,362  tonnes of SO 2 (2021: 27,000 tonnes) and 27,456 tonnes of  nitrogen oxide (NO 2) emissions (2021: 27,000 tonnes).",0,tonnes,2021
Anglo American,Air quality,"7,362 tonnes of SO2 generated 27,456 tonnes of NO2 emissionsAt our Chagres Smelter, an acid  plant control room operator  is able to operate the smelter  based off information provided  by the operational and air quality  dashboards.",362,tonnes,2021
Anglo American,Air quality,"7,362 tonnes of SO2 generated 27,456 tonnes of NO2 emissionsAt our Chagres Smelter, an acid  plant control room operator  is able to operate the smelter  based off information provided  by the operational and air quality  dashboards.",456,tonnes,2021
Anglo American,Waste,"Since 2013, PGMs has achieved a 99.9%  reduction in waste to landfill, saving in excess of more than  503,053 tonnes of CO 2 equivalent emitted.",53,tonnes,2013
Anglo American,Waste,"While it is classified as non-mineral waste, we  estimate that about 12,000 tonnes relate to moved earth,  as opposed to waste.",0,tonnes,2013
Anglo American,Waste,"Landfill Recycled  and re-usedIncineration without  energy recoveryIncineration with   energy recovery41.47%4.51% 2.15%Hazardous waste: 25,616 Non-hazardous waste:",47,%,2013
Anglo American,Waste,"Landfill Recycled  and re-usedIncineration without  energy recoveryIncineration with   energy recovery41.47%4.51% 2.15%Hazardous waste: 25,616 Non-hazardous waste:",2.15,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",7,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",19,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",4,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",3,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",2,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",2,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",1753,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",33,%,2013
Anglo American,Water,"Global CSI expenditure by type(1) Community development Education and training Health and welfare Water and sanitation Disaster and emergency reliefOther Institutional capacity development Sports, art, culture and heritage Total 175 (1) Discrepancies may occur due to rounding.7%19%50%$m 4%7% 3%6% 2%Environment 2%88 33 13 13 11 7 5 3 2 Africa Americas Rest of World United Kingdom Australia Total (1) Discrepancies may occur due to rounding.1753%33%62% 1% 1%109 57 6 2 1$mGlobal CSI expenditure by region(1) *",1,%,2013
ARC Investments,Waste,"More than 250 tons of waste is now recycled  annually instead of being  sent to landfill40   permanent employees and more than  400   community members  have earned an income from bringing  in recyclable waste Mpilenhle Recycling - Access to funding impact story video: https://www.youtube.com/ watch?v=fz4Ho4VgD1g Through the investments in WasteWant and Mpilenhle Recycling, over 800 jobs have been created, ensuring that those  employees participate in the economy and a sustainable solution to minimise the impact of waste on the environment.",250,tons,
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",0,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",5,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",10,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",15,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",20,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",25,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",30,%,2023
ARGENT Industrial Limited,Material,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",35,%,2023
Aspen Pharmacare,Material,"Sustaining life and health through access to high quality,  affordable medicines Material KPIs 2023 2022 2021 2020 2019 Number of product recalls Number 8 7 6 10 11 Additional KPIs 2023 2022 2021 2020 2019 Product launches Number 83 56 57 40 47Our People (This information is designed to supplement the disclosures made on  pages 79 to 88 of the Integrated Report.)",2019,Number,2023
Aspen Pharmacare,Material,2023 2022 R’million % R’million % Revenue 5 40 709 38 606 Sterile Focus Brands 3 10 588 10 253 Regional Brands 8 18 824 17 405 Manufacturing 3 11 297 10 948 Other operating income 696 1 950 Less:  Purchased materials and services 2(22 488) (22 044) Value added from operations 2 18 917 97 18 512 99 Investment income 529 3 105 1 Total wealth created 4 19 446 100 18 617 100 Employees 14 9 147 47 8 038 43 Providers of capital – finance costs 77 3 251 17 1 838 10 Governments 22 1 899 10 1 553 8 Reinvested in the Group (28) 5 149 26 7 188 39 Depreciation and amortisation 1 788 9 1 713 9 Deferred tax (411) (1) 183 2 Income retained in the business 3 772 19 5 292 28 Total value distribution 4 19 446 100 18 617 100 Value added statistics Number of permanent employees 8 612 8 580 Revenue per employee (‘000) 5 4 727 4 500 Value added per employee (‘000) 2 2 197 2 158 Wealth created per employee (‘000) 4 2 258 2 170 Number of total employees 9 161 9 167 Revenue per employee (‘000),170,Number,2023
Aspen Pharmacare,Material,"19,5 17,5 — — — 2,0 Material of spillages Fuel Chemical Impact of spillages on the environment High Medium                2023 ■ Incineration 7 ■ Landﬁll 2 ■ Recycled 86 ■ Treatment plant 5Waste generated by disposal method (70 991 tonnes)",991,tonnes,2023
Aspen Pharmacare,Material,(%) 2023 ■ Africa Middle East 7 ■ Americas 1 ■ Asia 0 ■ Australasia 1 ■ Europe CIS 91Waste generated by region (70 991 tonnes) (%) ■ Africa Middle East  83 ■ Americas 0 ■ Asia 3 ■ Australasia 10 ■ Europe CIS 4 22 Calculations and  abbreviationsIndexes and  disclosuresInformation on our  sustainability pillarsCreating  sustainable valueWho   we areAspen Pharmacare Holdings Limited  Sustainability and ESG Data Supplement 2023Environment continued Managing the efficient utilisation of scarce natural resources Material KPIs 2023 2022 2021 2020 2019 Water withdrawn,991,tonnes,2023
Aspen Pharmacare,Environment,"IR pages 48  and 91 Compliance and risk management Incidents G4.1 Number and nature of significant environmental, social and/or governance-related incidents during the reporting period, including incidents of legal  non-compliance (whether under investigation, pending finalisation, or finalised) and directives, compliance notices, warnings or investigations, and  any public controversies.",1,Number,2023
Aspen Pharmacare,Environment,Providing a safe working environment Information on incidents for 2023 Number of incidents classified as disabling Occupational fatalities (manufacturing and commercial) Number — Irreversible occupational diseases Number — Permanent disabilities Number — Reversible occupational diseases Number — Lost workday cases Number 21 Disabling injury cases Number 21 Number of incidents by other classification High consequence cases Number — Minor medicals Number 31 Occupational illness cases (ergonomic and health exposure cases),2023,Number,2023
Aspen Pharmacare,Environment,Providing a safe working environment Information on incidents for 2023 Number of incidents classified as disabling Occupational fatalities (manufacturing and commercial) Number — Irreversible occupational diseases Number — Permanent disabilities Number — Reversible occupational diseases Number — Lost workday cases Number 21 Disabling injury cases Number 21 Number of incidents by other classification High consequence cases Number — Minor medicals Number 31 Occupational illness cases (ergonomic and health exposure cases),21,Number,2023
Attacq Limited,Material,"General macro environment       Technology  Strategic pillarsStrategic,  long-term  investment  partnership in  Waterfall CityChanging  macro  environment  and socio-polit- ical conditionsDevelopment and  space management  for safe,  people-centric  precinctsEmployee  development and  wellness, creating  the desired  company culture Transforma- tion and  uplifting our  communities Related material mattersUnpacking the context Our response Business operations and social impact • Geopolitical risks • Corruption and social unrest  • Inflationary pressures • Interest rate hiking cycle • Rising municipal rates and taxes • High unemployment rate and skills  shortage • Business and consumer spend under  pressure • Projected South African gross domestic  product (GDP) growth rate of around  0.3%1",0.3,%,
