Company,Indicator,Context,Metric,Metric Unit,Latest Year
Anglo American,Employees,"Employee TB data  2022 2021 2020 2019 2018 New cases of  tuberculosis (TB)  (employees)51 48 50 84 93 TB incidence rate per  100,000 (employees)154 152 138 230 242 TB deaths (employees) 0 0 1 3 5HIV / AIDS indicators for high-impact countries(1)  2022 2021 2020 2019 2018 Employee voluntary  testing and counselling  cases (number of  employees who know  their status)27, 334 27,181 31,744 34,048 30,814 Contractor voluntary  testing and counselling  cases (number of  contractors who know  their status)32, 713 41,951 37,184 43,107 40,670 Employees who know  their status (%)90 88 89 94 88 Number of known HIV+  employees on anti- retroviral therapy (ART)4,367 4,618 5,637 5,691 5,118 Known HIV+",88,Number,2022
Anglo American,Leadership,"Anglo American plc Sustainability Report 202237 Leadership and cultureActivities in 2022 Investing in learning and development In 2022, Anglo American  invested $6 9 million  in direct training  activities (2021: $65 million ).",9,million,2022
Anglo American,Leadership,"Anglo American plc Sustainability Report 202237 Leadership and cultureActivities in 2022 Investing in learning and development In 2022, Anglo American  invested $6 9 million  in direct training  activities (2021: $65 million ).",65,million,2022
Anglo American,Leadership,"In 2022, we increased our global graduate  intake by around 12% year on year.207 number of participants in our graduate  programme  We develop graduates from across our business units into well- rounded professionals through integrated learning journeys  that target their personal and leadership development, in  addition to technical skills.",207,number,2022
Anglo American,Employees,"The  Panel is made up of 11 employees, representing the countries  where the Group has a significant presence.",11,employees,2022
Anglo American,Employees,"Almost 30,000 employees answered questions in the survey,  which covered engagement, culture and values, physical and  psychological safety, sustainability, purpose, leadership, and  inclusion and diversity.",0,employees,2022
Anglo American,Workforce,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,30,years,2022
Anglo American,Workforce,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,50,years,2022
Anglo American,Workforce,32% 31% Women as % of total workforce 24% 23% Employees below 30 years of age 11% 9% Employees between 30–50 years of age 70% 72% Employees more than 50 years of age 19% 19% Historically disadvantaged  South Africans in management  (% of South African management) 71% 73% New hires as % of permanent employees 14% 8% Voluntary turnover 4% 4% Involuntary turnover 7% 7% See more on our sustainability data here: www.angloamerican.,50,years,2022
Anglo American,Employees,"The LTIP is awarded  to our most senior leaders across Anglo American , in total  around 450 employees across our jurisdictions.",450,employees,2022
Anglo American,Diversity,"Diamonds4 765,990 30,018   Botswana 1 66,360 8,970 ü   Namibia 2 693,377 19,051 ü   South Africa 1 6,253 1,997 ü Copper 1 24,472 3,652     Chile 1 24,472 3,652 ü PGMs 2 18,288 3,516     South Africa 2 18,288 3,516 ü Iron Ore 1 38,762 5,116     Brazil 1 38,762 5,116 ü Total 8 847,513 42,301 100%Biodiversity protection and  rehabilitation in Brazil A major area of focus in our Sustainable Mining Plan is  to be recognised as one of the mining industry’s leaders  in biodiversity.",100,%,2022
Anglo American,Diversity,"Between 2014 and 2022, Anglo American  made several  substantial biodiversity investments, including $4.0 million  dedicated to conservation of the 12,000 hectares of  legally constituted forest, while $7.2 million was invested  in the restoration of a further 1,500 hectares.",4,million,2022
Anglo American,Diversity,"Between 2014 and 2022, Anglo American  made several  substantial biodiversity investments, including $4.0 million  dedicated to conservation of the 12,000 hectares of  legally constituted forest, while $7.2 million was invested  in the restoration of a further 1,500 hectares.",7.2,million,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",30.6,billion,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",3.7,billion,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",5.9,billion,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",14.8,billion,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",175,million,2022
Anglo American,Employees,"Anglo American plc Sustainability Report 202290 Trusted corporate leader Responsible supply chain  continuedIn 2022, we distributed $30.6 billion of cash value to our  stakeholders as detailed below: $3.7 billion paid to our employees through wages  and related expenditure $5.9 billion paid in taxes and royalties borne and  taxes collected $14.8 billion paid to suppliers (including in respect  of capital investment) $175 million spent on Community and Social  Investment (CSI) $6.0 billion paid to providers of capitalOur approach and policies Our socio-economic contribution The socio-economic contribution we make to the communities  in which we operate takes various forms: – The royalties and taxes we pay (and collect on behalf of  governments) add economic value to a country – Business operations that deliver economic value to  communities, enhanced by policies on inclusive procurement,  local recruitment and supporting local suppliers – Long-running socio-economic development interventions, in  collaboration with local partners, which address local needs,  building and strengthening sustainable local economies so  that they are less dependent on  our mines.",6,billion,2022
Anglo American,Employees,"2-5 2-5 External assurance SR: 93-94 2-6 2-6 Activities, value chain and other  business relationshipsSR: 9,35, 89-90 2-7 2-7 Employees See more on sustainability data tables.",7,Employees,2022
Anglo American,Employees,"GRI 410: Security  Practices 2016410-1 Security personnel trained in human rights policies  or procedures6,592 employees and contractors  were trained in the Voluntary Principles  on Security and Human Rights.",592,employees,2022
AOE-2023-IAR,Executive,No other significant  directorshipsPATRICK  NAYLOR Lead Independent  Non-executive  Director78 14 years 15 AOE 2023 Integrated Annual ReportABOUT AOEOVERVIEW GOVERNANCE FINANCIAL STATEMENTSSHAREHOLDER INFORMATIONOTHER APPENDICESOUR GOVERNANCE STRUCTURE,14,years,2023
AOE-2023-IAR,Executive,"BBBEE Score Analysis Composition of our BBBEE scorecard Target points 2023 2022 Ownership 27.00 21.02 20.79 Management control 9.00 7.00 7.00 • Board participation 6.00 4.00 4.00 • Other executive management 3.00 3.00 3.00 Enterprise and supplier development 35.00 35.00 35.00 • Procurement 25.00 25.00 25.00 • Supplier development 5.00 5.00 5.00 • Enterprise development 5.00 5.00 5.00 Socio-economic development 2.00 2.00 2.00 Total 73.00 65.02 64.79 Property sector adjustment 97.98 97.63 Level contributor status 2 2 Ownership The ownership element measures the effective ownership of enterprises by black people, including how they are entitled to the  voting rights and economic interest associated with the equity holding.",97.63,Level,2023
ARC Investments,Stakeholder engagement,Clarity on key strategic matters to  ensure we continue to add value  as the empowerment partner • Opportunities for co-investment  in the Financial Services industry  to sustain healthy growthQuality of   relationship Transparent and credible relations Stakeholder priorities • Retaining our position as a broad-based Black  empowerment investor  • Effective leveraging of our expanded network to  respond favourably to strategic opportunities  • Long-term commitment to the Sanlam partnership • Alignment on key strategic mattersOur response • Identifying co-investment opportunities to enhance  stakeholder value creation • Alignment of key strategic growth opportunities Key risks and opportunities identified through the stakeholder engagement process Risks • Non-alignment on key strategic matters  • Lack of engagement or clarity on key strategic  matters may result in inadequate value being  contributed as an empowerment partnerOpportunities • Co-investment opportunities  • Market-related funding arrangements to ensure a  long-term stable empowerment partnerSTAKEHOLDER ENGAGEMENT23 ARC Investments ESG Report 30 June 2023 GOVERNANCE   GOVERNANCE PRACTICES WITHIN ARC INVESTMENTS THE BOARD OF DIRECTORS 0.05% 99.95%FIRST LEVEL OF GOVERNANCEADDITIONAL LEVEL OF GROUP GOVERNANCE ARC  BOARD UBI  BOARD ARC   FUNDARC INVESTMENTS UBI GP CO ARC Investments is a capital raising and investment  entity incorporated under the laws of Mauritius and  listed on the Johannesburg Stock Exchange (JSE).,99.95,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",0,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",5,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",10,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",15,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",20,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",25,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",30,%,2023
ARGENT Industrial Limited,Employees,"202310 0%5%10%15%20%25%30%35%2023 R 0002022 R 000 Revenue  2 459 359  2 432 702  Purchased materials and services  1 946 154  1 963 276   513 205  469 426  Non-operating income  699  741  Value-added  513 904  470 167  Applied as follows: To remunerate employees: Salaries, wages, pensions, bonuses and other benefits  156 345  149 326  To reward providers of capital:  63 301  15 003  Interest on loans",35,%,2023
ARGENT Industrial Limited,Employees,To  remunerate employeesTo reward  providers of  capitalTo the state To replace  assetsTo expand  the groupTo social  responsibility30% 11%12%11%35% 0%ARGENT INDUSTRIAL LIMITED ANNUAL REPORT 202311,11,%,2023
ARGENT Industrial Limited,Employees,To  remunerate employeesTo reward  providers of  capitalTo the state To replace  assetsTo expand  the groupTo social  responsibility30% 11%12%11%35% 0%ARGENT INDUSTRIAL LIMITED ANNUAL REPORT 202311,12,%,2023
ARGENT Industrial Limited,Employees,To  remunerate employeesTo reward  providers of  capitalTo the state To replace  assetsTo expand  the groupTo social  responsibility30% 11%12%11%35% 0%ARGENT INDUSTRIAL LIMITED ANNUAL REPORT 202311,11,%,2023
ARGENT Industrial Limited,Employees,To  remunerate employeesTo reward  providers of  capitalTo the state To replace  assetsTo expand  the groupTo social  responsibility30% 11%12%11%35% 0%ARGENT INDUSTRIAL LIMITED ANNUAL REPORT 202311,0,%,2023
ARGENT Industrial Limited,Employees,SHAREHOLDERS IN EXCESS OF FIVE PERCENT AS AT 31 MARCH 2023 NUMBER OF  SHARES%  Morgan Stanley and Company 13 231 787 23.60 Clearstream Banking S.A Luxembourg 5 166 445 9.22 Giflo Trading Proprietary Limited 3 896 594 6.95 Government Employees Pension Fund  3 012 755 5.37ARGENT INDUSTRIAL LIMITED ANNUAL REPORT 202380 SUMMARY OF SHAREHOLDER SPREAD AS AT 31 MARCH 2023 2023 2022 MEMBERS SHARES MEMBERS SHARES Shareholder type Number %,2023,NUMBER,2023
Ascendis Health,Compliance,"As a company listed  in South Africa,  Ascendis Health is  also regulated by  the JSE.How Ascendis engaged • Site inspections by regulatory authorities • Applications for authority to sell, price, market, and distribute medical products • Participation in government programmes aimed at creating jobs and social upliftment What they require • Legal and regulatory compliance • Business practices that ultimately make healthcare more affordable • Positive or neutral social and environmental impact of operations • Job creation • Tax revenues • Local investment What Ascendis delivered • Internal training on regulatory, compliance and governance developments • Ongoing report submissions to various regulatory bodies in respect of the Group’s  compliance with selling, pricing, marketing, and distribution requirements ABOUT ASCENDIS HEALTH12 ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 2023EMPLOYEES Ascendis  management and  staff who all play key  roles in the execution  of our strategyEngagement issues, needs and expectations in 2022 • Direct engagements by supervisors and business management • Internal communications • Dedicated employee Lifecycle management through the Human Capital Value chain What they require • Job security, skills development and career planning • Equitable remuneration packages, performance incentives and benefit structures • Gender equality, diversity and inclusivity • Equitable policies, practices and procedures • Employee health, safety and wellness • Culture and values aligned to a strong Employee Value Proposition (EVP)",2023,EMPLOYEES,2022
Ascendis Health,Corporate governance,CORPORATE GOVERNANCE 34ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 202335 ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 2023CORPORATE   GOVERNANCE Female Male Board gender diversity (%) 83.316.7 51–60 years <50 years Board ages (%) 50 50 Non-executive directors Independent non-executiveExecutive   Director classiﬁcation (%) 16.7 50 33.3 Black White Board race diversity (%) 50 50 <1 year Board tenure (%) 16.7 83.3 1–3 yearsBOARD PROFILE CORPORATE GOVERNANCECORPORATE GOVERNANCE36,60,years,2022
Ascendis Health,Corporate governance,CORPORATE GOVERNANCE 34ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 202335 ASCENDIS HEALTH LTD   |   INTEGRATED ANNUAL REPORT 2023CORPORATE   GOVERNANCE Female Male Board gender diversity (%) 83.316.7 51–60 years <50 years Board ages (%) 50 50 Non-executive directors Independent non-executiveExecutive   Director classiﬁcation (%) 16.7 50 33.3 Black White Board race diversity (%) 50 50 <1 year Board tenure (%) 16.7 83.3 1–3 yearsBOARD PROFILE CORPORATE GOVERNANCECORPORATE GOVERNANCE36,50,years,2022
Ascendis Health,Board,Post-graduate Diploma in Business Management; Master of Business Administration;  Certificates (Valuations; Corporate Restructuring; Mergers and Acquisitions) Appointed to the board in May 2022 Amaresh has in excess of 20 years’ investment and commercial experience with significant healthcare  experience having previously completed a R1 billion empowerment transaction with Medi Clinic.,20,years,2022
Ascendis Health,Executive,"Bharti Harie (52)  Independent non-executive and Chairman of the board LLM BA LLB Appointed to the board in May 2022 Bharti is a seasoned director with over 10 years of experience, with experience in board deliberations  relating to shareholder/stakeholder relations, traversing tough economic times and black swan events  such as Covid-19 and business recovery planning.",10,years,2022
Aspen Pharmacare,Employees,Manufacturing Commercial Pharmaceuticals 72% of total revenue28% of total revenue More than  9 100  employees in   65 offices in some   50 countries   and territories48% Women52% Men23 Facilities7 Active  pharmaceutical  ingredient facilities     https://www.aspenpharma.com/manufacturing-capabilities/   https://www.aspenpharma.com/global-presence63% of Commercial Pharmaceuticals  revenue is from emerging marketsSterile Focus Brands –  comprising our branded  products in Anaesthetics and  Thrombosis therapy areas.,100,employees,2022
Aspen Pharmacare,Employees,"42,4 56,6 Employees trainedNumber of  people 7 028 6 919 6 754 6 873 8 447 Training spend per employee Rand 6 959 5 863 4 893 4 624 5 875 Permanent employees trend by region GroupNumber of  people 8 612 8 580 8 581 9 069 9 289 Africa Middle EastNumber of  people 3 919 3 945 3 866 4 116 4 246 AmericasNumber of  people 730 714",6,Employees,2022
Aspen Pharmacare,Employees,"28 0 Employee training Total investment in training and development R’million 59,8 25,9 4,1 0,7 1,1 28,0 Investment in training and development as a percentage of the Group’s total % 100 43 7 1 2 47 Training spend per employee Rand 6 959 6 573 5 690 567 2 015 12 873 Employees trained during the year Number of people 7 028 2 510 848 1 316 247 2 107 Employees trained as a percentage of the Group’s total % 100 36 12 19 3 30 Training hours per employee Hours 27 30 29 22 3 28 Other Labour days lost due to strike action Days 4 4 — — — — Absenteeism rate % 14 12 8 7 19 23 Absenteeism rate – scheduled % 10 8 6 6 14 16 Absenteeism rate – unscheduled % 4 4 2 1 5 7 15 Calculations and  abbreviationsIndexes and  disclosuresInformation on our  sustainability pillarsCreating  sustainable valueWho   we areAspen Pharmacare Holdings Limited  Sustainability and ESG Data Supplement 2023Our People continued Providing a safe working environment Material KPIs 2023 2022 2021 2020 2019 TRIFR Rate 1,16 1,13 1,10",873,Employees,2023
Aspen Pharmacare,Employees,"28 0 Employee training Total investment in training and development R’million 59,8 25,9 4,1 0,7 1,1 28,0 Investment in training and development as a percentage of the Group’s total % 100 43 7 1 2 47 Training spend per employee Rand 6 959 6 573 5 690 567 2 015 12 873 Employees trained during the year Number of people 7 028 2 510 848 1 316 247 2 107 Employees trained as a percentage of the Group’s total % 100 36 12 19 3 30 Training hours per employee Hours 27 30 29 22 3 28 Other Labour days lost due to strike action Days 4 4 — — — — Absenteeism rate % 14 12 8 7 19 23 Absenteeism rate – scheduled % 10 8 6 6 14 16 Absenteeism rate – unscheduled % 4 4 2 1 5 7 15 Calculations and  abbreviationsIndexes and  disclosuresInformation on our  sustainability pillarsCreating  sustainable valueWho   we areAspen Pharmacare Holdings Limited  Sustainability and ESG Data Supplement 2023Our People continued Providing a safe working environment Material KPIs 2023 2022 2021 2020 2019 TRIFR Rate 1,16 1,13 1,10",107,Employees,2023
Aspen Pharmacare,Number of employees,"The value added per employee using the total weighted number of employees of 9 161 (2022: 9 167), with the inclusion of total temporary  employees, is R2 065 thousand (2022: R2 019 thousand).Group value added statement for the year ended 30 June 2023  Change %",65,thousand,2023
Aspen Pharmacare,Number of employees,"The value added per employee using the total weighted number of employees of 9 161 (2022: 9 167), with the inclusion of total temporary  employees, is R2 065 thousand (2022: R2 019 thousand).Group value added statement for the year ended 30 June 2023  Change %",19,thousand,2023
Aspen Pharmacare,Employees,2023 2022 R’million % R’million % Revenue 5 40 709 38 606 Sterile Focus Brands 3 10 588 10 253 Regional Brands 8 18 824 17 405 Manufacturing 3 11 297 10 948 Other operating income 696 1 950 Less:  Purchased materials and services 2(22 488) (22 044) Value added from operations 2 18 917 97 18 512 99 Investment income 529 3 105 1 Total wealth created 4 19 446 100 18 617 100 Employees 14 9 147 47 8 038 43 Providers of capital – finance costs 77 3 251 17 1 838 10 Governments 22 1 899 10 1 553 8 Reinvested in the Group (28) 5 149 26 7 188 39 Depreciation and amortisation 1 788 9 1 713 9 Deferred tax (411) (1) 183 2 Income retained in the business 3 772 19 5 292 28 Total value distribution 4 19 446 100 18 617 100 Value added statistics Number of permanent employees 8 612 8 580 Revenue per employee (‘000) 5 4 727 4 500 Value added per employee (‘000) 2 2 197 2 158 Wealth created per employee (‘000) 4 2 258 2 170 Number of total employees 9 161 9 167 Revenue per employee (‘000),100,Employees,2023
Aspen Pharmacare,Employees,2023 2022 R’million % R’million % Revenue 5 40 709 38 606 Sterile Focus Brands 3 10 588 10 253 Regional Brands 8 18 824 17 405 Manufacturing 3 11 297 10 948 Other operating income 696 1 950 Less:  Purchased materials and services 2(22 488) (22 044) Value added from operations 2 18 917 97 18 512 99 Investment income 529 3 105 1 Total wealth created 4 19 446 100 18 617 100 Employees 14 9 147 47 8 038 43 Providers of capital – finance costs 77 3 251 17 1 838 10 Governments 22 1 899 10 1 553 8 Reinvested in the Group (28) 5 149 26 7 188 39 Depreciation and amortisation 1 788 9 1 713 9 Deferred tax (411) (1) 183 2 Income retained in the business 3 772 19 5 292 28 Total value distribution 4 19 446 100 18 617 100 Value added statistics Number of permanent employees 8 612 8 580 Revenue per employee (‘000) 5 4 727 4 500 Value added per employee (‘000) 2 2 197 2 158 Wealth created per employee (‘000) 4 2 258 2 170 Number of total employees 9 161 9 167 Revenue per employee (‘000),170,Number,2023
